review_title,review_rating,review_date,review_body,user_contributions,review_short_date,review_year,review_month,review_title_length,review_length,overall_sentiment,tokens
perfect,Excellent,2018-08-01,beautiful stylish hotel well placed within walking distance to the key areas to see everyone was super helpful they made all of the arrangements i needed especially the taxi to the airport at 4 30 am bed was comfortable with a view of the port ,3,August 2018,2018,August,1,45,positive,"['beautiful', 'stylish', 'hotel', 'well', 'placed', 'within', 'walking', 'distance', 'key', 'areas', 'see', 'everyone', 'super', 'helpful', 'made', 'arrangements', 'needed', 'especially', 'taxi', 'airport', 'bed', 'comfortable', 'view', 'port']"
such a shame ,Average,2018-08-01,recently departed the romeo hotel with mixed views after a 4 night stay pros nice room corner suite i think friendly staff and plenty of them efficient and helpful check in taking us to our room and pointing out the facilities fantastic decor facilities and high level fittings i e reception bar area restaurant cons why oh why the need to charge crazy prices for drinks i totally understand the logic and need to charge a premium for f b but not to the extent at present end result was an empty bar every day and evening such a fantastic bar area and setting but why would i want to spend upwards of 50 for the cheapest bottle of wine or 15 20 for a cocktail when they re half or a quarter of the price a stones throw away in a great restaurant 5 hotel with no iron ,25,August 2018,2018,August,3,149,positive,"['recently', 'departed', 'romeo', 'hotel', 'mixed', 'views', 'night', 'stay', 'pros', 'nice', 'room', 'corner', 'suite', 'think', 'friendly', 'staff', 'plenty', 'efficient', 'helpful', 'check', 'taking', 'room', 'pointing', 'facilities', 'fantastic', 'decor', 'facilities', 'high', 'level', 'fittings', 'reception', 'bar', 'area', 'restaurant', 'cons', 'need', 'charge', 'crazy', 'prices', 'drinks', 'totally', 'understand', 'logic', 'need', 'charge', 'premium', 'extent', 'present', 'end', 'result', 'empty', 'bar', 'every', 'day', 'evening', 'fantastic', 'bar', 'area', 'setting', 'would', 'want', 'spend', 'upwards', 'cheapest', 'bottle', 'wine', 'cocktail', 'half', 'quarter', 'price', 'stones', 'throw', 'away', 'great', 'restaurant', 'hotel', 'iron']"
not too bad not too great ,Average,2018-08-01,so my girlfriend and i literally left naples and this hotel this morning back in uk now so best to review whilst still fresh i m not about to completely bad mouth the hotel but there are areas for definite improvement namely getting rid of a couple of employees that drag the standards down yes the hotel is fancy with art installations and nice decor yes there is a michelin star restaurant there which we didn t bother with however we ate in the beluga restaurant at least once a day and i can say without a shadow of a doubt the ladies are mostly 5 for service namely loredana silvana francesca and one other i didn t catch the name of they seemed to work mostly in the daytime and were fantastic excellent service and always friendly on the ,1,August 2018,2018,August,6,140,positive,"['girlfriend', 'literally', 'left', 'naples', 'hotel', 'morning', 'back', 'best', 'review', 'whilst', 'still', 'fresh', 'completely', 'bad', 'mouth', 'hotel', 'areas', 'definite', 'improvement', 'namely', 'getting', 'rid', 'couple', 'employees', 'drag', 'standards', 'yes', 'hotel', 'fancy', 'art', 'installations', 'nice', 'decor', 'yes', 'michelin', 'star', 'restaurant', 'bother', 'however', 'ate', 'beluga', 'restaurant', 'least', 'day', 'say', 'without', 'shadow', 'doubt', 'ladies', 'mostly', 'service', 'namely', 'loredana', 'silvana', 'francesca', 'one', 'catch', 'name', 'seemed', 'work', 'mostly', 'daytime', 'fantastic', 'excellent', 'service', 'always', 'friendly']"
birthday getaway,Average,2018-08-01,on arrival we were greeted by a friendly doorman and the check in procedure was quick and they were very helpful beluga the restaurant on the 9th floor was disappointing in so many ways terrible cocktails basic menu options we organized a birthday dinner for my boyfriend and his friends slow service drinks took forever to arrive order was completely shambled as some main courses came before starters food portions were tiny and there weren t any carbs or vegetables with meat and fish dishes desserts were disgusting oh and breakfast also terrible ordered eggs benedict with rye toast got two tiny pieces of wheat bread the spa on the other hand was a lovely experience ladies were helpful attentive and did a great job the hotel in general is just so over priced ,30,August 2018,2018,August,2,134,positive,"['arrival', 'greeted', 'friendly', 'doorman', 'check', 'procedure', 'quick', 'helpful', 'beluga', 'restaurant', '9th', 'floor', 'disappointing', 'many', 'ways', 'terrible', 'cocktails', 'basic', 'menu', 'options', 'organized', 'birthday', 'dinner', 'boyfriend', 'friends', 'slow', 'service', 'drinks', 'took', 'forever', 'arrive', 'order', 'completely', 'shambled', 'main', 'courses', 'came', 'starters', 'food', 'portions', 'tiny', 'carbs', 'vegetables', 'meat', 'fish', 'dishes', 'desserts', 'disgusting', 'breakfast', 'also', 'terrible', 'ordered', 'eggs', 'benedict', 'rye', 'toast', 'got', 'two', 'tiny', 'pieces', 'wheat', 'bread', 'spa', 'hand', 'lovely', 'experience', 'ladies', 'helpful', 'attentive', 'great', 'job', 'hotel', 'general', 'priced']"
stunning luxury art hotel ,Excellent,2018-08-01,highly recommend if staying in naples this hotel has it all great roof top pool and restaurants great lobby bar and stunning art throughout the place the spa area under the hotel is stunning something i have never experienced with a multitude of different saunas steam rooms and plunge pools truly worth staying at this hotel for this alone the rooms are very nice and luxurious perfect for us after 3 weeks on the road around italy oh the staff are truly outstanding and attentive food and drinks were great top marks all around ,70,August 2018,2018,August,4,94,positive,"['highly', 'recommend', 'staying', 'naples', 'hotel', 'great', 'roof', 'top', 'pool', 'restaurants', 'great', 'lobby', 'bar', 'stunning', 'art', 'throughout', 'place', 'spa', 'area', 'hotel', 'stunning', 'something', 'never', 'experienced', 'multitude', 'different', 'saunas', 'steam', 'rooms', 'plunge', 'pools', 'truly', 'worth', 'staying', 'hotel', 'alone', 'rooms', 'nice', 'luxurious', 'perfect', 'weeks', 'road', 'around', 'italy', 'staff', 'truly', 'outstanding', 'attentive', 'food', 'drinks', 'great', 'top', 'marks', 'around']"
buyer beware ,Terrible,2018-06-01,when booking online we specifically selected a room with a view described as luxury accommodation featuring views of the harbour gulf of naples and mt vesuvius for the last nights of our honeymoon we paid extra for the view we could have stayed anywhere in naples but specifically selected this hotel for the harbor views please see attached photo for the view from our room second floor above a loud six lane highway extremely dirty window view of an industrial shipping complex no harbor no gulf no mt vesuvius the worst part was that when we pointed this out to the concierge they were hardly apologetic they did not offer an upgrade or anything to compensate they claimed no other rooms were available although the hotel was showing availability online ,13,June 2018,2018,June,2,130,negative,"['booking', 'online', 'specifically', 'selected', 'room', 'view', 'described', 'luxury', 'accommodation', 'featuring', 'views', 'harbour', 'gulf', 'naples', 'vesuvius', 'last', 'nights', 'honeymoon', 'paid', 'extra', 'view', 'could', 'stayed', 'anywhere', 'naples', 'specifically', 'selected', 'hotel', 'harbor', 'views', 'please', 'see', 'attached', 'photo', 'view', 'room', 'second', 'floor', 'loud', 'six', 'lane', 'highway', 'extremely', 'dirty', 'window', 'view', 'industrial', 'shipping', 'complex', 'harbor', 'gulf', 'vesuvius', 'worst', 'part', 'pointed', 'concierge', 'hardly', 'apologetic', 'offer', 'upgrade', 'anything', 'compensate', 'claimed', 'rooms', 'available', 'although', 'hotel', 'showing', 'availability', 'online']"
beautiful hotel with excellent staff,Very Good,2018-08-01,we stayed here for 3 nights and loved every minute good location for the promenade the egg castle and the train station the staff were very friendly and polite spoke excellent english and were only too happy to help with any request the decor in the communal areas was modern and sleek the beds are very comfortable there is a rooftop pool and a choice of restaurants the view of mount vesuvius from the pool terrace and restaurant is a beautiful backdrop for drinks breakfast or lunch i read an earlier review where a gentleman complained that the view wasn t good because of the port whilst the port is certainly not attractive it s not really something the hotel can do a lot about the view from the higher floors almost blocks out the port and provides a beautiful view ,123,August 2018,2018,August,5,141,positive,"['stayed', 'nights', 'loved', 'every', 'minute', 'good', 'location', 'promenade', 'egg', 'castle', 'train', 'station', 'staff', 'friendly', 'polite', 'spoke', 'excellent', 'english', 'happy', 'help', 'request', 'decor', 'communal', 'areas', 'modern', 'sleek', 'beds', 'comfortable', 'rooftop', 'pool', 'choice', 'restaurants', 'view', 'mount', 'vesuvius', 'pool', 'terrace', 'restaurant', 'beautiful', 'backdrop', 'drinks', 'breakfast', 'lunch', 'read', 'earlier', 'review', 'gentleman', 'complained', 'view', 'good', 'port', 'whilst', 'port', 'certainly', 'attractive', 'really', 'something', 'hotel', 'lot', 'view', 'higher', 'floors', 'almost', 'blocks', 'port', 'provides', 'beautiful', 'view']"
slh and 5 start hotel must be a printing error,Poor,2018-07-01,slh and 5 start hotel this must be a printing error it might be so that the 5 start was valid 15 years ago but not today the overall design was old fashioned and in general worn out the see view room was over a unclean parking place and a lot of rusty boat containers with a glimpse of see view the good thing was that the windows were dirty so you did not really have to the the poor seaview however wery good beds room ac and sleeping quality and the staff was really good and helpfull ,6,July 2018,2018,July,10,98,negative,"['slh', 'start', 'hotel', 'must', 'printing', 'error', 'might', 'start', 'valid', 'years', 'ago', 'today', 'overall', 'design', 'old', 'fashioned', 'general', 'worn', 'see', 'view', 'room', 'unclean', 'parking', 'place', 'lot', 'rusty', 'boat', 'containers', 'glimpse', 'see', 'view', 'good', 'thing', 'windows', 'dirty', 'really', 'poor', 'seaview', 'however', 'wery', 'good', 'beds', 'room', 'sleeping', 'quality', 'staff', 'really', 'good', 'helpfull']"
july stay,Excellent,2018-07-01,we had an excellent time the staff was very accommodating and helpful the location was perfect for our needs and allowed us access to the ferry to and from capri we will return again as business will bring us back when in naples that s our home ,1,July 2018,2018,July,2,47,positive,"['excellent', 'time', 'staff', 'accommodating', 'helpful', 'location', 'perfect', 'needs', 'allowed', 'access', 'ferry', 'capri', 'return', 'business', 'bring', 'back', 'naples', 'home']"
current boutique hotel in naples,Excellent,2018-07-01,very hipster vibe lobby staff and first impressions were perfect our rooms were extremely spacious clean and very comfortable our room included a nice oversized tub which was so nice after two weeks of european travel and being on a riverboat for 7 days the spa treatment massage was one of the best i ve ever had anywhere the spa was so unique and beautiful and offered many pools and steam options very serene even down to the beautiful music ,5,July 2018,2018,July,5,80,positive,"['hipster', 'vibe', 'lobby', 'staff', 'first', 'impressions', 'perfect', 'rooms', 'extremely', 'spacious', 'clean', 'comfortable', 'room', 'included', 'nice', 'oversized', 'tub', 'nice', 'two', 'weeks', 'european', 'travel', 'riverboat', 'days', 'spa', 'treatment', 'massage', 'one', 'best', 'ever', 'anywhere', 'spa', 'unique', 'beautiful', 'offered', 'many', 'pools', 'steam', 'options', 'serene', 'even', 'beautiful', 'music']"
